incident_id,opened_date,priority,service,category,summary,description,root_cause,resolution,status,assignment_group
INC100535,08-12-2024,P2,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100536,25-01-2025,P4,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100537,31-05-2024,P1,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100538,01-06-2024,P2,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100539,30-01-2024,P3,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Resolved,Messaging Team
INC100540,21-03-2024,P2,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100541,23-11-2024,P3,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100542,12-03-2024,P2,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100543,22-07-2024,P1,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100544,27-02-2024,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100545,31-12-2024,P1,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100546,10-11-2024,P2,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Resolved,App Support
INC100547,27-01-2024,P4,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100548,27-10-2024,P1,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100549,24-07-2024,P4,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100550,04-10-2024,P1,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Closed,Cloud Ops
INC100551,19-12-2024,P3,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100552,27-11-2024,P4,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100553,15-12-2024,P4,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100554,18-09-2024,P2,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100555,20-07-2024,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100556,31-07-2024,P1,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Resolved,Messaging Team
INC100557,24-05-2024,P3,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100558,29-01-2025,P1,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100559,11-10-2024,P2,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100560,24-06-2024,P3,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100561,26-07-2024,P1,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Resolved,Messaging Team
INC100562,08-01-2025,P2,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100563,30-05-2024,P3,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100564,15-09-2024,P1,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100565,28-01-2024,P4,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100566,26-08-2024,P4,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100567,20-05-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100568,11-11-2024,P1,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100569,15-03-2024,P1,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100570,17-10-2024,P1,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Resolved,App Support
INC100571,08-01-2024,P4,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100572,15-01-2024,P1,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100573,17-12-2024,P3,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Resolved,App Support
INC100574,07-12-2024,P3,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
INC100575,15-12-2024,P4,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100576,05-08-2024,P4,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100577,28-08-2024,P2,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100578,15-10-2024,P2,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100579,13-02-2024,P2,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100580,06-06-2024,P3,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100581,11-02-2024,P3,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100582,27-12-2024,P4,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100583,16-05-2024,P1,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Resolved,IAM Team
INC100584,22-07-2024,P3,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100585,27-06-2024,P1,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100586,22-01-2025,P2,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Resolved,App Support
INC100587,18-07-2024,P3,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100588,14-11-2024,P2,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100589,27-01-2025,P3,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
INC100590,30-10-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100591,17-04-2024,P4,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100592,17-08-2024,P3,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100593,01-01-2024,P1,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
INC100594,01-11-2024,P3,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100595,22-02-2024,P2,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100596,01-06-2024,P3,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100597,08-01-2024,P1,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100598,28-08-2024,P3,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100599,07-01-2024,P4,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Resolved,IAM Team
INC100600,06-12-2024,P3,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100601,23-01-2025,P2,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100602,13-06-2024,P3,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100603,04-11-2024,P1,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100604,18-07-2024,P2,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
INC100605,11-12-2024,P2,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100606,06-12-2024,P2,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100607,01-12-2024,P1,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
INC100608,01-03-2024,P3,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100609,15-07-2024,P2,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100610,08-05-2024,P1,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100611,26-05-2024,P1,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Closed,Cloud Ops
INC100612,02-11-2024,P2,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100613,29-04-2024,P2,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100614,01-02-2025,P4,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
INC100615,09-04-2024,P3,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100616,31-08-2024,P2,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100617,25-12-2024,P4,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100618,13-05-2024,P2,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100619,12-11-2024,P4,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100620,22-04-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100621,27-04-2024,P1,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Resolved,Messaging Team
INC100622,17-01-2025,P1,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
INC100623,01-08-2024,P4,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100624,22-02-2024,P1,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100625,01-08-2024,P1,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100626,15-05-2024,P2,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100627,16-07-2024,P4,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Resolved,App Support
INC100628,06-10-2024,P1,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100629,29-11-2024,P1,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Resolved,App Support
INC100630,20-03-2024,P2,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Closed,Cloud Ops
INC100631,16-07-2024,P1,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100632,28-05-2024,P2,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Resolved,Messaging Team
INC100633,26-02-2024,P2,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100634,28-10-2024,P1,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100635,28-08-2024,P4,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100636,19-07-2024,P1,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100637,22-04-2024,P2,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100638,12-04-2024,P1,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Closed,Cloud Ops
INC100639,19-10-2024,P2,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100640,29-10-2024,P2,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100641,08-02-2024,P1,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100642,28-09-2024,P4,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100643,11-12-2024,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100644,23-01-2024,P2,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
INC100645,30-01-2024,P4,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100646,09-05-2024,P1,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100647,08-01-2025,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100648,16-09-2024,P4,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100649,28-03-2024,P2,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100650,13-10-2024,P3,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Resolved,App Support
INC100651,28-11-2024,P3,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100652,22-08-2024,P3,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100653,21-04-2024,P1,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100654,08-05-2024,P3,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100655,13-01-2024,P3,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
INC100656,06-05-2024,P3,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100657,18-01-2025,P1,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100658,05-05-2024,P2,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Closed,Cloud Ops
INC100659,05-02-2024,P3,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100660,15-11-2024,P1,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Resolved,IAM Team
INC100661,10-08-2024,P3,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100662,20-03-2024,P3,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100663,08-02-2024,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100664,23-11-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100665,29-06-2024,P1,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Closed,Cloud Ops
INC100666,26-05-2024,P4,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100667,26-10-2024,P1,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100668,23-04-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100669,31-10-2024,P3,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100670,15-06-2024,P2,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100671,16-08-2024,P4,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100672,13-05-2024,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100673,03-02-2024,P1,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100674,02-01-2024,P1,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Closed,Cloud Ops
